time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-25T21:56:20.460Z,37.1954,-118.1225,0.7664,1.33,ml,11,103.26,0.165,0.1542,nn,nn00488157,2015-03-25T22:55:24.460Z,"15km ENE of Big Pine, California",earthquake
2015-03-25T21:56:58.750Z,36.6113333,-121.2211667,6.38,1.13,md,29,50,0.04414,0.06,nc,nc72417410,2015-03-26T00:55:04.476Z,"22km NNE of Soledad, California",earthquake
2015-03-25T21:57:48.000Z,61.0818,-150.3895,10.2,1.7,ml,21,50.3999959680003,,0.71,ak,ak11537719,2015-04-04T04:58:26.229Z,"30km WSW of Anchorage, Alaska",earthquake
2015-03-25T21:59:31.700Z,36.1362,-97.2758,5.02,2.8,ml,,60,,0.42,us,us10001rck,2015-04-08T05:44:55.072Z,"17km S of Perry, Oklahoma",earthquake
2015-03-25T22:06:39.800Z,19.9852,-155.4972,39.3,2.1,Md,,183.6,0.17966306,0.11,hv,hv60880321,2015-03-26T17:57:37.332Z,"11km SSW of Honoka'a, Hawaii",earthquake
2015-03-25T22:11:33.090Z,44.3198333,-110.6128333,0.51,1.1,md,7,97,0.08,0.1,uu,uu60105577,2015-03-26T17:46:02.850Z,"23km SE of Old Faithful Geyser, Wyoming",earthquake
2015-03-25T22:20:18.980Z,38.8413315,-122.8256683,2.55,0.43,md,13,80,0.008142,0.04,nc,nc72417415,2015-03-25T22:22:02.060Z,"9km WNW of Cobb, California",earthquake
2015-03-25T22:24:01.200Z,20.0618,-155.6112,35.4,2.2,Ml,,190.8,0.1706799,0.1,hv,hv60880351,2015-03-26T17:40:52.253Z,"7km NE of Waimea, Hawaii",earthquake
2015-03-25T22:35:42.000Z,61.0734,-150.4086,11.3,1.7,ml,22,61.1999951040004,,0.59,ak,ak11537722,2015-04-04T04:58:25.617Z,"31km WSW of Anchorage, Alaska",earthquake
2015-03-25T22:44:31.700Z,33.4633333,-116.4485,10.28,0.69,ml,22,182,0.06286,0.18,ci,ci37348832,2015-03-25T23:20:12.172Z,"23km ESE of Anza, California",earthquake
2015-03-25T22:55:08.840Z,48.2146667,-121.7645,15.2,0.94,md,10,72,0.1107,0.12,uw,uw60989081,2015-03-27T05:22:22.260Z,"12km WSW of Darrington, Washington",earthquake
2015-03-25T22:59:25.000Z,64.9983,-147.3511,0,1.2,ml,15,140.399988768001,,0.59,ak,ak11537770,2015-04-04T04:58:24.266Z,"23km NNE of Badger, Alaska",earthquake
2015-03-25T23:01:52.400Z,46.5778,-112.372,2.5,1,mc,14,57.5999953920004,0.1006113,0.2,mb,mb15258240,2015-03-26T22:13:49.915Z,"19km W of Helena West Side, Montana",earthquake
2015-03-25T23:07:23.660Z,40.8235,-118.709,20.54,2.26,ml,13,200.59,0.968,,nn,nn00488166,2015-03-25T23:10:07.034Z,"62km ENE of Gerlach-Empire, Nevada",earthquake
2015-03-25T23:08:51.140Z,42.1849,-88.3572,9.89,2.9,mb_lg,,33,0.331,0.64,us,us10001qrx,2015-03-30T17:23:07.356Z,"2km W of Lake in the Hills, Illinois",earthquake
2015-03-25T23:19:19.000Z,63.0823,-151.49,11.1,1.4,ml,16,82.7999933760005,,0.54,ak,ak11537780,2015-04-04T04:59:17.936Z,"110km NW of Talkeetna, Alaska",earthquake
2015-03-25T23:21:58.260Z,47.7025,-120.2013333,5.42,0.45,md,6,125,0.1329,0.09,uw,uw60989101,2015-03-27T05:23:27.190Z,"2km N of Entiat, Washington",earthquake
2015-03-25T23:22:45.700Z,39.2143333,-111.9598333,1.84,1.68,ml,9,75,0.232,0.16,uu,uu60105587,2015-03-26T17:56:22.430Z,"13km WNW of Gunnison, Utah",earthquake
2015-03-25T23:38:25.440Z,35.0456667,-117.6638333,0.01,1.9,ml,25,80,0.1142,0.12,ci,ci37348872,2015-03-26T07:40:58.571Z,"5km NNW of Boron, California",quarry blast
2015-03-25T23:42:49.260Z,38.8016667,-122.7461667,0.65,2.43,md,70,35,0.01064,0.07,nc,nc72417420,2015-03-26T20:05:04.497Z,"2km NNE of The Geysers, California",earthquake
2015-03-25T23:43:25.620Z,38.803,-122.7465,1.1,1.88,md,31,53,0.0106,0.04,nc,nc72417425,2015-03-27T01:25:04.970Z,"2km SW of Cobb, California",earthquake
2015-03-25T23:43:50.460Z,38.8036652,-122.7473297,1.96,0.28,md,9,132,0.02202,0.02,nc,nc72417430,2015-03-25T23:45:27.340Z,"2km SW of Cobb, California",earthquake
2015-03-25T23:50:55.980Z,38.8138333,-122.818,3.23,1.5,md,50,44,0.01004,0.07,nc,nc72417440,2015-03-27T10:05:05.080Z,"6km NW of The Geysers, California",earthquake
2015-03-25T23:55:55.187Z,40.6999,-116.1305,6.6778,2.05,ml,7,137.21,0.279,0.0971,nn,nn00488174,2015-03-26T22:34:36.459Z,"2km SW of Carlin, Nevada",earthquake
2015-03-25T23:58:20.360Z,38.7768326,-122.7549973,2.07,0.9,md,17,59,0.01038,0.03,nc,nc72417445,2015-03-25T23:59:57.710Z,"0km ESE of The Geysers, California",earthquake
2015-03-25T23:59:12.740Z,38.8013333,-122.7493333,1.82,0.5,md,13,91,0.008146,0.02,nc,nc72417450,2015-03-26T02:06:04.674Z,"2km NNE of The Geysers, California",earthquake
2015-03-25T23:59:46.200Z,38.8126678,-122.8321686,2.56,0.56,md,10,98,0.004456,0.02,nc,nc72417455,2015-03-26T00:01:22.580Z,"7km WNW of The Geysers, California",earthquake
2015-03-26T00:05:45.000Z,59.822,-153.3141,134.7,2.1,ml,,,,0.46,ak,ak11542864,2015-03-31T21:51:26.435Z,"80km SSW of Redoubt Volcano, Alaska",earthquake
2015-03-26T00:10:16.000Z,63.9938,-148.7309,0,1.7,ml,,,,0.47,ak,ak11537784,2015-03-31T21:49:43.904Z,"19km NE of Healy, Alaska",earthquake
2015-03-26T00:10:55.390Z,46.4443333,-122.3376667,0.01,1.56,md,8,256,0.09966,0.14,uw,uw60989106,2015-03-27T05:26:06.530Z,"13km SSW of Morton, Washington",explosion
2015-03-26T00:15:20.720Z,38.8233337,-122.7645035,2.66,0.85,md,12,65,0.008285,0.02,nc,nc72417460,2015-03-26T00:16:58.710Z,"3km W of Cobb, California",earthquake
2015-03-26T00:19:02.470Z,35.9968333,-117.9591667,3.17,0.64,ml,11,95,0.05681,0.18,ci,ci37348896,2015-03-26T23:12:17.077Z,"5km S of Coso Junction, California",earthquake
2015-03-26T00:23:09.800Z,36.135,-97.2753,5.165,2.7,ml,,60,,0.48,us,us10001qt0,2015-04-05T03:57:53.807Z,"17km S of Perry, Oklahoma",earthquake
2015-03-26T00:25:01.280Z,38.8255005,-122.7646637,2.87,0.87,md,9,83,0.006438,0.02,nc,nc72417465,2015-03-26T01:23:05.551Z,"3km W of Cobb, California",earthquake
2015-03-26T00:29:20.750Z,38.7951667,-122.7493333,0.56,2.24,md,56,46,0.009779,0.05,nc,nc72417475,2015-03-26T19:14:04.340Z,"2km NNE of The Geysers, California",earthquake
2015-03-26T00:29:45.320Z,38.7958333,-122.749,0.94,2.56,md,68,46,0.009649,0.06,nc,nc72417480,2015-03-26T19:39:06.430Z,"2km NNE of The Geysers, California",earthquake
2015-03-26T00:30:02.310Z,38.7945,-122.7521667,1.23,1.61,md,23,52,0.0165,0.04,nc,nc72417490,2015-03-27T06:11:04.573Z,"1km N of The Geysers, California",earthquake
2015-03-26T00:30:14.160Z,38.7935,-122.7528333,0.63,1.58,md,28,74,0.008924,0.07,nc,nc72417495,2015-03-27T02:19:04.095Z,"1km N of The Geysers, California",earthquake
2015-03-26T00:30:23.030Z,38.794,-122.7483333,1.64,1.82,md,39,45,0.01109,0.06,nc,nc72417485,2015-03-27T10:57:05.177Z,"1km NNE of The Geysers, California",earthquake
2015-03-26T00:37:10.190Z,47.8243333,-120.7366667,9.25,1.27,md,8,114,0.1037,0.13,uw,uw60989121,2015-03-27T05:16:34.930Z,"25km NNW of Leavenworth, Washington",earthquake
2015-03-26T00:37:57.000Z,60.8243,-152.63,124.9,1.9,ml,,,,0.4,ak,ak11542866,2015-03-31T21:51:27.254Z,"38km N of Redoubt Volcano, Alaska",earthquake
2015-03-26T00:58:21.890Z,37.4523333,-119.9963333,1.79,1.06,md,4,164,0.1244,0.09,nc,nc72417520,2015-03-26T03:03:06.796Z,"4km SW of Mariposa, California",earthquake
2015-03-26T01:16:02.300Z,38.8100014,-122.8006668,2.5,0.66,md,18,58,0.004657,0.03,nc,nc72417525,2015-03-26T01:17:37.400Z,"5km NW of The Geysers, California",earthquake
2015-03-26T01:16:20.490Z,38.8110008,-122.8046646,2.85,0.55,md,7,166,0.007916,0.02,nc,nc72417530,2015-03-26T01:17:57.260Z,"5km NW of The Geysers, California",earthquake
2015-03-26T01:25:24.700Z,19.4253,-155.6105,3.5,2.1,Ml,,97.2,0.02694946,0.17,hv,hv60880566,2015-03-26T02:20:17.611Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-03-26T01:26:17.500Z,19.42,-155.6307,3.3,2.4,Ml,,147.6,0.04491576,0.11,hv,hv60880571,2015-03-26T17:17:57.090Z,"24km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-03-26T01:31:32.000Z,51.9576,-177.2748,77.6,2.3,ml,,,,0.36,ak,ak11542867,2015-03-31T21:51:28.079Z,"43km WNW of Adak, Alaska",earthquake
2015-03-26T01:34:31.900Z,19.4212,-155.6285,4.1,2,Ml,,147.6,0.03593261,0.08,hv,hv60880586,2015-03-26T02:37:42.697Z,"25km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-03-26T01:47:45.000Z,51.957,179.5896,4.3,1.6,ml,,,,0.3,ak,ak11537789,2015-03-31T21:49:58.639Z,"0km NW of Semisopochnoi Island, Alaska",earthquake
2015-03-26T01:50:07.460Z,38.8230019,-122.856163,2.66,0.68,md,12,94,0.01651,0.02,nc,nc72417545,2015-03-26T02:37:05.750Z,"10km WNW of The Geysers, California",earthquake
2015-03-26T02:04:52.200Z,36.2814,-97.3141,5.965,2.4,ml,,83,,0.55,us,us10001r1h,2015-04-06T02:02:11.042Z,"2km WSW of Perry, Oklahoma",earthquake
2015-03-26T02:13:38.000Z,62.8036,-151.8223,6.4,1.3,ml,,,,0.52,ak,ak11542869,2015-03-31T21:51:29.573Z,"103km WNW of Talkeetna, Alaska",earthquake
2015-03-26T02:16:04.000Z,64.6221,-149.3574,20.2,0.4,ml,,,,0.65,ak,ak11542870,2015-03-31T21:51:30.246Z,"12km WNW of North Nenana, Alaska",earthquake
2015-03-26T02:24:03.000Z,61.6567,-149.4704,38.1,1.5,ml,,,,0.38,ak,ak11537790,2015-03-31T21:50:08.366Z,"4km NW of Tanaina, Alaska",earthquake
2015-03-26T02:40:56.290Z,34.0046667,-116.6643333,14.92,0.67,ml,22,81,0.03641,0.16,ci,ci37348984,2015-03-26T15:27:47.553Z,"9km WSW of Morongo Valley, California",earthquake
2015-03-26T02:42:16.370Z,36.9078333,-112.4185,24.96,1.59,md,5,255,0.178,0.19,uu,uu60105597,2015-03-26T18:07:11.010Z,"10km ESE of Fredonia, Arizona",earthquake
2015-03-26T02:51:43.910Z,39.1526,140.9987,135.54,4.1,mb,,122,1.292,0.79,us,us10001qtw,2015-04-06T03:07:21.509Z,"11km W of Mizusawa, Japan",earthquake
2015-03-26T02:56:18.550Z,33.5971667,-116.628,15.61,0.8,ml,29,49,0.02672,0.13,ci,ci37348992,2015-03-26T15:35:25.554Z,"6km NE of Anza, California",earthquake
2015-03-26T03:09:26.000Z,51.2271,-179.1799,25.7,3.4,ml,,,,0.5,us,us10001sk9,2015-04-06T03:12:55.607Z,"6km SW of Amatignak Island, Alaska",earthquake
2015-03-26T03:16:41.830Z,38.8235016,-122.7578354,1.72,0.84,md,11,59,0.01318,0.02,nc,nc72417565,2015-03-26T03:45:06.944Z,"3km W of Cobb, California",earthquake
2015-03-26T03:16:58.710Z,38.822,-122.7581667,1.66,1.7,md,45,36,0.01248,0.05,nc,nc72417560,2015-03-27T11:48:10.271Z,"3km W of Cobb, California",earthquake
2015-03-26T03:17:38.880Z,38.8219986,-122.7565002,1.64,1.07,md,15,58,0.01179,0.03,nc,nc72417570,2015-03-26T03:55:04.956Z,"2km W of Cobb, California",earthquake
2015-03-26T03:20:42.950Z,7.5207,91.6389,29.98,4.6,mb,,105,4.25,0.53,us,us10001qu2,2015-04-06T03:21:44.312Z,"191km WSW of Mohean, India",earthquake
2015-03-26T03:21:09.970Z,35.5628333,-84.659,16.61,2.79,md,21,103,0.1586,0.17,se,se60072787,2015-04-06T02:29:43.040Z,"13km ENE of Decatur, Tennessee",earthquake
2015-03-26T03:21:19.060Z,33.929,-116.0268333,3.06,1.16,ml,27,106,0.07528,0.28,ci,ci37349024,2015-03-26T15:14:12.990Z,"24km S of Twentynine Palms, California",earthquake
2015-03-26T03:26:07.000Z,63.0831,-151.4559,4.3,1,ml,,,,0.75,ak,ak11542873,2015-03-31T21:51:33.969Z,"109km NW of Talkeetna, Alaska",earthquake
2015-03-26T03:33:30.000Z,59.4282,-138.2137,0.7,1.7,ml,,,,0.54,ak,ak11542874,2015-04-02T20:07:40.085Z,"86km E of Yakutat, Alaska",earthquake
2015-03-26T03:38:27.000Z,61.6308,-150.4398,49.2,1.6,ml,,,,0.47,ak,ak11537797,2015-03-31T21:49:50.840Z,"24km WSW of Willow, Alaska",earthquake
2015-03-26T03:41:29.000Z,58.3952,-136.9351,16.9,2.3,ml,,,,0.57,ak,ak11542876,2015-03-31T21:51:35.375Z,"70km W of Gustavus, Alaska",earthquake
2015-03-26T03:44:39.000Z,50.3271,-175.8793,41,2.9,ml,,,,0.38,us,us10001sja,2015-04-06T03:28:14.134Z,"181km SSE of Adak, Alaska",earthquake
2015-03-26T03:45:51.000Z,63.1044,-149.0083,9,0.6,ml,,,,0.34,ak,ak11537801,2015-03-31T21:50:19.734Z,"32km S of Cantwell, Alaska",earthquake
2015-03-26T03:47:02.000Z,62.8697,-150.7661,96.4,3.9,ml,,,,0.62,ak,ak11537798,2015-04-06T03:39:34.040Z,"69km NNW of Talkeetna, Alaska",earthquake
2015-03-26T03:55:46.030Z,34.0538333,-117.114,4.52,0.62,ml,21,56,0.1531,0.19,ci,ci37349040,2015-03-26T15:51:38.462Z,"3km SE of Mentone, California",earthquake
2015-03-26T04:02:38.210Z,33.9766667,-117.1538333,14.21,0.99,ml,12,205,0.0847,0.24,ci,ci37349048,2015-03-26T23:15:47.540Z,"9km NE of Moreno Valley, California",earthquake
2015-03-26T04:06:43.600Z,36.7949,-98.5344,6.04,2.8,ml,,133,,0.46,us,us10001qu7,2015-04-06T02:33:37.340Z,"11km E of Alva, Oklahoma",earthquake
2015-03-26T04:40:50.330Z,36.799,-121.3228333,5.79,0.77,md,27,75,0.02655,0.08,nc,nc72417585,2015-03-26T22:38:05.781Z,"4km ESE of Ridgemark, California",earthquake
2015-03-26T04:48:24.500Z,36.1143,-97.4365,5.693,2.6,ml,,56,,0.29,us,us10001qvg,2015-04-06T03:44:36.906Z,"22km NE of Crescent, Oklahoma",earthquake
2015-03-26T04:49:25.000Z,63.1402,-150.4037,111.6,1.3,ml,,,,0.23,ak,ak11542880,2015-03-31T21:51:37.204Z,"78km WSW of Cantwell, Alaska",earthquake
2015-03-26T04:58:49.000Z,59.4648,-151.3146,43.5,1.9,ml,,,,0.35,ak,ak11542881,2015-03-31T21:51:38.405Z,"23km SE of Homer, Alaska",earthquake
2015-03-26T05:02:30.030Z,33.5166667,-116.5453333,15.41,0.56,ml,19,139,0.04245,0.12,ci,ci37349072,2015-03-26T23:20:27.581Z,"13km ESE of Anza, California",earthquake
2015-03-26T05:04:07.520Z,33.4731667,-116.5653333,8.66,0.61,ml,24,107,0.03756,0.12,ci,ci37349064,2015-03-26T15:14:06.920Z,"14km SE of Anza, California",earthquake
2015-03-26T05:25:46.190Z,33.035,-116.455,8.3,0.86,ml,17,78,0.1282,0.17,ci,ci37349080,2015-03-26T15:59:16.158Z,"14km ESE of Julian, California",earthquake
2015-03-26T05:32:26.170Z,37.8015,-122.1968333,8.7,0.89,md,25,65,0.02582,0.07,nc,nc72417630,2015-03-26T22:27:06.757Z,"3km SE of Piedmont, California",earthquake
2015-03-26T05:34:53.000Z,60.422,-147.6395,14.6,1.8,ml,,,,0.74,ak,ak11537816,2015-03-31T21:49:42.667Z,"69km SE of Whittier, Alaska",earthquake
2015-03-26T05:36:53.000Z,59.002,-153.1473,68.1,3,ml,,,,0.56,ak,ak11537815,2015-03-31T21:50:31.455Z,"114km SW of Anchor Point, Alaska",earthquake
2015-03-26T05:49:30.000Z,67.3458,-146.7929,15.8,1.3,ml,,,,0.57,ak,ak11542884,2015-04-02T20:08:07.272Z,"102km SSW of Arctic Village, Alaska",earthquake
2015-03-26T05:52:14.000Z,60.0085,-152.6519,89.7,1.9,ml,,,,0.57,ak,ak11542885,2015-03-31T21:51:40.280Z,"52km WNW of Anchor Point, Alaska",earthquake
2015-03-26T05:52:44.000Z,62.3977,-148.5208,50.2,0.9,ml,,,,0.17,ak,ak11542886,2015-03-31T21:51:41.163Z,"69km NNE of Sutton-Alpine, Alaska",earthquake
2015-03-26T05:53:45.190Z,37.546,-121.8741667,7.37,0.89,md,18,64,0.01181,0.04,nc,nc72417645,2015-03-26T23:28:57.330Z,"10km E of Fremont, California",earthquake
2015-03-26T05:57:44.310Z,37.6336667,-118.9501667,7.89,0.76,md,27,78,0.01819,0.06,nc,nc72417650,2015-03-27T02:35:23.251Z,"8km ESE of Mammoth Lakes, California",earthquake
2015-03-26T06:03:29.190Z,35.0891667,-118.3591667,10.24,0.96,ml,20,59,0.0994,0.12,ci,ci37349096,2015-03-26T16:06:23.560Z,"10km ESE of Tehachapi, California",earthquake
2015-03-26T06:08:39.690Z,38.8188324,-122.8026657,3.48,0.87,md,18,67,0.01228,0.03,nc,nc72417660,2015-03-26T06:46:07.383Z,"6km W of Cobb, California",earthquake
2015-03-26T06:24:57.620Z,36.695,-121.3295,5.45,2.39,md,75,29,0.01811,0.05,nc,nc72417665,2015-03-27T01:00:07.436Z,"13km SSE of Ridgemark, California",earthquake
2015-03-26T06:28:30.180Z,33.54,-116.6528333,14.71,0.74,ml,30,52,0.03246,0.16,ci,ci37349104,2015-03-26T15:13:00.900Z,"2km SE of Anza, California",earthquake
2015-03-26T06:32:53.260Z,34.1125,-116.7896667,14.58,0.76,ml,25,63,0.1228,0.15,ci,ci37349120,2015-03-26T16:12:30.294Z,"17km SSE of Big Bear City, California",earthquake
2015-03-26T06:49:01.860Z,36.6946667,-121.332,5.47,1.56,md,56,39,0.01728,0.05,nc,nc72417670,2015-03-27T03:36:06.531Z,"13km SSE of Ridgemark, California",earthquake
2015-03-26T06:53:09.440Z,38.8139992,-122.8533325,1.44,0.87,md,11,102,0.01381,0.03,nc,nc72417675,2015-03-26T07:25:20.585Z,"9km WNW of The Geysers, California",earthquake
2015-03-26T06:55:54.400Z,38.8086667,-122.8008333,2.8,0.63,md,36,75,0.004377,0.04,nc,nc72417680,2015-03-27T00:15:44.490Z,"5km NW of The Geysers, California",earthquake
2015-03-26T06:56:22.000Z,62.7456,-148.9676,59.7,1,ml,,,,0.45,ak,ak11537821,2015-03-31T21:49:51.582Z,"72km S of Cantwell, Alaska",earthquake
2015-03-26T06:57:56.330Z,38.8081665,-122.8008347,2.54,0.87,md,15,104,0.004326,0.02,nc,nc72417685,2015-03-26T07:46:06.633Z,"5km NW of The Geysers, California",earthquake
2015-03-26T07:06:06.540Z,38.3661667,-122.6083333,6.21,1.51,md,28,72,0.02953,0.06,nc,nc72417690,2015-03-27T03:07:05.182Z,"7km SW of Kenwood, California",earthquake
2015-03-26T07:15:08.000Z,63.4739,-151.0243,7.9,1.1,ml,,,,0.74,ak,ak11542888,2015-03-31T21:51:41.974Z,"103km W of Cantwell, Alaska",earthquake
2015-03-26T07:26:34.000Z,62.4653,-151.3395,77.7,1.4,ml,,,,0.6,ak,ak11542889,2015-03-31T21:51:45.626Z,"65km WNW of Talkeetna, Alaska",earthquake
2015-03-26T07:28:44.050Z,38.8393326,-122.8031693,1.82,0.56,md,10,76,0.0162,0.04,nc,nc72417695,2015-03-26T08:07:04.689Z,"7km WNW of Cobb, California",earthquake
2015-03-26T07:29:08.170Z,32.8943333,-116.2466667,10.21,0.89,ml,17,92,0.02192,0.21,ci,ci37349128,2015-03-26T16:29:28.993Z,"28km ENE of Pine Valley, California",earthquake
2015-03-26T07:36:32.670Z,38.8098333,-122.7606667,1.97,0.42,md,28,47,0.009221,0.06,nc,nc72417700,2015-03-27T00:05:40.810Z,"3km WSW of Cobb, California",earthquake
2015-03-26T07:41:16.322Z,41.8557,-119.658,8.1277,1.06,ml,4,223.49,0.142,0.1745,nn,nn00488573,2015-03-29T19:43:30.384Z,"67km ESE of Lakeview, Oregon",earthquake
2015-03-26T07:41:32.950Z,37.1259,-3.7283,0,2.9,mb_lg,,,,0.31,us,us10001r1y,2015-03-26T22:54:27.635Z,"2km WSW of Las Gabias, Spain",earthquake
2015-03-26T07:44:33.000Z,63.1,-150.3689,109.9,1.5,ml,,,,0.35,ak,ak11537829,2015-03-31T21:49:56.874Z,"78km WSW of Cantwell, Alaska",earthquake
2015-03-26T07:45:19.400Z,18.3952,-67.4732,18,2.6,Md,6,298.8,0.35034296,0.46,pr,pr15085000,2015-03-26T15:47:56.662Z,"24km WNW of Rincon, Puerto Rico",earthquake
2015-03-26T07:50:15.610Z,37.4826667,-118.782,7.6,1.14,md,27,126,0.04825,0.06,nc,nc72417705,2015-03-27T02:35:36.619Z,"27km SE of Mammoth Lakes, California",earthquake
2015-03-26T07:53:27.000Z,44.7273333,-111.0955,9.92,0.27,ml,9,89,0.071,0.18,uu,uu60105602,2015-03-26T18:10:18.410Z,"7km N of West Yellowstone, Montana",earthquake
2015-03-26T08:05:54.000Z,56.6376,-157.2347,7.5,2.8,ml,,,,0.68,ak,ak11542891,2015-03-31T21:53:39.966Z,"103km ENE of Chignik Lake, Alaska",earthquake
2015-03-26T08:08:38.670Z,38.8305,-122.8085,1.96,0.34,md,17,61,0.0072,0.01,nc,nc72417710,2015-03-26T23:35:59.790Z,"7km W of Cobb, California",earthquake
2015-03-26T08:13:35.000Z,58.9858,-136.1611,13.1,2.2,ml,,,,0.65,ak,ak11537830,2015-04-02T20:07:41.475Z,"49km WSW of Haines, Alaska",earthquake
2015-03-26T08:21:57.000Z,53.7608,-165.0683,74.9,3.2,ml,,,,0.28,ak,ak11537831,2015-03-31T21:52:06.330Z,"62km SE of Akutan, Alaska",earthquake
2015-03-26T08:36:25.540Z,38.8093338,-122.8106689,2.47,0.79,md,16,57,0.01208,0.03,nc,nc72417720,2015-03-26T08:59:04.817Z,"5km NW of The Geysers, California",earthquake
2015-03-26T08:37:15.903Z,41.8801,-119.6323,8.653,1.91,ml,4,129.76,0.141,0.1249,nn,nn00488187,2015-03-27T02:35:47.713Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-26T08:37:26.910Z,38.8260002,-122.8258362,2.63,0.81,md,16,63,0.007737,0.03,nc,nc72417725,2015-03-26T09:10:05.833Z,"8km W of Cobb, California",earthquake
2015-03-26T08:50:18.830Z,38.7915,-122.7586667,1.49,1.11,md,41,41,0.009153,0.05,nc,nc72417730,2015-03-26T23:23:32.790Z,"1km N of The Geysers, California",earthquake
2015-03-26T08:53:16.000Z,65.155,-149.0665,6.7,1,ml,,,,0.58,ak,ak11537833,2015-04-02T20:07:37.229Z,"60km NW of Ester, Alaska",earthquake
2015-03-26T08:56:24.000Z,59.3755,-138.2468,5,1.6,ml,,,,0.71,ak,ak11542895,2015-04-02T20:08:10.981Z,"86km ESE of Yakutat, Alaska",earthquake
2015-03-26T09:04:22.000Z,63.2464,-151.0924,9.4,0.9,ml,,,,0.44,ak,ak11542896,2015-03-31T21:51:50.776Z,"108km W of Cantwell, Alaska",earthquake
2015-03-26T09:16:43.490Z,35.9301667,-117.9461667,4.95,0.9,ml,17,83,0.08966,0.17,ci,ci37349144,2015-03-26T15:12:03.386Z,"4km WSW of Little Lake, California",earthquake
2015-03-26T09:27:46.089Z,41.8534,-119.6585,8.0841,1.1,ml,4,223.86,0.144,0.2376,nn,nn00488578,2015-03-29T19:59:48.011Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-26T09:29:21.000Z,61.8967,-151.0128,66,1.6,ml,,,,0.4,ak,ak11537835,2015-03-31T21:50:24.898Z,"54km WNW of Willow, Alaska",earthquake
2015-03-26T09:34:21.000Z,63.5786,-150.7882,10.7,1.4,ml,,,,0.71,ak,ak11537837,2015-03-31T21:50:26.802Z,"93km WNW of Cantwell, Alaska",earthquake
2015-03-26T09:38:37.100Z,34.0381667,-117.2878333,18.28,1.04,ml,35,53,0.08533,0.25,ci,ci37349152,2015-03-26T15:12:00.958Z,"2km ENE of Grand Terrace, California",earthquake
2015-03-26T09:58:22.600Z,33.4655,-116.5638333,8.29,0.21,ml,17,107,0.04332,0.19,ci,ci37349160,2015-03-26T15:11:42.610Z,"14km SE of Anza, California",earthquake
2015-03-26T10:08:01.000Z,52.8531,-167.8619,35.1,2.6,ml,,,,0.34,ak,ak11537847,2015-03-31T21:54:15.586Z,"68km E of Nikolski, Alaska",earthquake
2015-03-26T10:25:12.000Z,62.7008,-150.4827,79,1.3,ml,,,,0.39,ak,ak11537849,2015-03-31T21:50:03.247Z,"46km NNW of Talkeetna, Alaska",earthquake
2015-03-26T10:25:25.000Z,63.3724,-149.7423,7.6,0.9,ml,,,,0.71,ak,ak11542901,2015-03-31T21:51:52.071Z,"39km W of Cantwell, Alaska",earthquake
2015-03-26T10:44:33.030Z,38.8071667,-122.8035,1.72,1.92,md,54,33,0.006454,0.05,nc,nc72417745,2015-03-26T18:49:04.287Z,"5km NW of The Geysers, California",earthquake
2015-03-26T10:50:37.000Z,61.6022,-150.1386,31.3,1.5,ml,,,,0.51,ak,ak11537850,2015-03-31T21:50:22.899Z,"13km NW of Big Lake, Alaska",earthquake
2015-03-26T10:52:37.040Z,33.4706667,-116.5716667,8.6,1.07,ml,36,77,0.03501,0.21,ci,ci37349168,2015-03-26T15:10:49.230Z,"13km SE of Anza, California",earthquake
2015-03-26T10:58:51.000Z,63.1096,-150.1045,94.5,1.2,ml,,,,0.33,ak,ak11537851,2015-03-31T21:50:29.431Z,"65km WSW of Cantwell, Alaska",earthquake
2015-03-26T11:05:29.810Z,33.4725,-116.573,8.64,0.67,ml,28,105,0.03295,0.15,ci,ci37349176,2015-03-26T16:37:54.907Z,"13km SE of Anza, California",earthquake
2015-03-26T11:06:19.500Z,19.479,-155.589,2.8,0.4,Md,,187.2,0.00898315,0.12,hv,hv60880896,2015-03-27T23:25:44.923Z,"29km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-03-26T11:27:38.410Z,35.9673333,-120.5278333,7.7,0.67,md,33,50,0.01682,0.05,nc,nc72417755,2015-03-27T00:16:09.253Z,"24km SW of Coalinga, California",earthquake
2015-03-26T11:32:08.000Z,63.2497,-150.4528,114.8,1.4,ml,,,,0.33,ak,ak11537853,2015-03-31T21:50:24.092Z,"76km W of Cantwell, Alaska",earthquake
2015-03-26T11:33:16.000Z,61.1147,-152.4297,130.1,1.9,ml,,,,0.32,ak,ak11537854,2015-03-31T21:50:21.015Z,"72km NNE of Redoubt Volcano, Alaska",earthquake
2015-03-26T11:40:04.000Z,62.932,-148.7657,66.2,2.5,ml,,,,0.45,ak,ak11537855,2015-03-31T21:52:25.097Z,"52km S of Cantwell, Alaska",earthquake
2015-03-26T11:49:43.050Z,36.787,-120.886,4.14,1.57,md,43,108,0.07603,0.06,nc,nc72417760,2015-03-27T04:05:07.312Z,"28km SW of South Dos Palos, California",earthquake
